disease,text,risk_level
lactose intolerance,My lactose intolerance is so bad it causes shortness of breath; I feel like I'm suffocating.,Emergency
hydrocephalus,"The vomiting spells are relentless, and I’m desperate for answers regarding hydrocephalus.",Emergency
acute sinusitis,The nasal congestion is so bad I can barely breathe through my nose at night.,Medium
tuberculosis,"Lately, i've been exposed to TB and now I'm showing worrying symptoms.",High
premenstrual tension syndrome,I can’t remember the last time I felt calm; the irritability is unbearable.,Low
cysticercosis,I can’t believe I’m facing seizures that disrupt my life; cysticercosis is so scary.,Emergency
tourette syndrome,I wish there were more support groups for those dealing with Tourette's.,Low
injury to the spinal cord,Why can’t anyone help me with this annoying urine retention?,Low
chronic pain disorder,I wish someone could truly understand how debilitating my joint pain can be sometimes.,Medium
g6pd enzyme deficiency,"I’m dealing with an annoying cough, and I wonder if it’s related to my condition.",Low
chronic pancreatitis,I wasn’t prepared for the constant diarrhea; it disrupts everything I do.,Medium
aplastic anemia,I'm tired of explaining my fatigue; I wish people understood how it feels.,Low
valley fever,"Please help, this fever is relentless, making it impossible to enjoy life like I used to.",High
envenomation from spider or animal bite,I can’t believe how itchy my skin has become since the animal bite last week.,Medium
aspergillosis,"The lump on my knee is growing, and I fear it could be related to my respiratory issues What should I do?",High
dry eye of unknown cause,There’s this constant pain in my eye that just won’t go away.,Medium
myocarditis,"I need help, i'm terrified of passing out due to this relentless dizziness; it's exhausting.",High
gastritis,Nausea and diarrhea together are making me feel hopeless; I need urgent care.,Emergency
open wound of the jaw,I really need answers about this swelling along with my jaw wound.,Low
aspergillosis,It's frightening to wake up gasping for air every morning due to my condition.,High
alcohol intoxication,"Every time I drink, I end up with sharp pain in my chest; it’s alarming.",Emergency
endocarditis,I've never felt chest pain like this; it has to be something serious!,Emergency
diabetes insipidus,I can’t shake the unending thirst; it’s so frustrating.,Low
aspergillosis,"I've been wheezing for weeks, and my asthma medications aren't helping anymore. I really need help.",High
guillain barre syndrome,Even small tasks are tough with this pain in my hands.,Low
cysticercosis,"The shortness of breath I'm feeling is terrifying, and I don't know what to do.",Emergency
cold sore,Can’t believe I’ve got another cold sore; it’s making my skin feel so irritated.,Low
hyperlipidemia,"I've been feeling sharp chest pain lately, and I suspect my hyperlipidemia is to blame What should I do?",High
sporotrichosis,"My wrists ache often, and I can't shake the feeling it might be sporotrichosis.",Low
chronic otitis media,"The nasal congestion is unbearable, and I feel like my ears are plugged all the time.",Medium
kidney disease due to longstanding hypertension,"I am urinating much less than usual, and I feel exhausted and weak constantly.",High
tuberous sclerosis,"Please help, seizures make it hard to enjoy time with my friends and family.",High
fracture of the rib,This rib pain has me feeling dizzy; I think I need help.,Emergency
tic (movement) disorder,I feel so self-conscious about my abnormal movements when I’m around others.,Low
idiopathic absence of menstruation,Why am I having lower abdominal pain but no menstrual cycle?,Medium
vocal cord polyp,Sometimes I wake up and my voice is completely gone.,Low
hepatitis due to a toxin,"I keep feeling ill, and my energy levels are lower than ever.",Medium
hyperhidrosis,I never thought I'd have to plan my outfits around sweating.,Low
pityriasis rosea,I keep getting these itchy spots on my skin; what’s going on?,Low
dry eye of unknown cause,"I feel like my eyes are always irritated, and it's affecting my mood.",Medium
dengue fever,I've been feeling a sore throat and the fatigue is really holding me back.,Low
abscess of the lung,"I need help, my itchy eyelid is a constant distraction, but the shortness of breath is my biggest concern.",High
drug abuse,"I feel so depressed, and I’m worried it’s tied to the drugs in our house.",Medium
congenital malformation syndrome,"Multiple health issues keep arising, and it's exhausting trying to manage them all; it's really concerning.",High
balanitis,Waking up with the pain in my penis is ruining my sleep.,Medium
melanoma,I can't shake off this persistent itch on my eyelid; it's getting really annoying.,Medium
atrophic skin condition,"I've had persistent skin lesions that won’t heal, and it's concerning me deeply.",Medium
urinary tract obstruction,I can't believe how much blood I've seen in my urine lately.,Medium
dislocation of the foot,I didn't expect foot pain to linger this long after the injury.,Low
poisoning due to antipsychotics,"Please help, the nervousness is overwhelming, and I can’t stand it any longer.",High
myositis,Why do my legs feel so heavy and weak lately?,Low
cornea infection,Why does my eye feel so swollen and painful? This can't be normal.,Medium
aspergillosis,"My breathing has become labored, and I feel feverish and weak all the time. I really need help.",High
hypertrophic obstructive cardiomyopathy (hocm),"I feel isolated by my emotional symptoms, as no one truly understands HOCM What should I do?",High
edward syndrome,I just want my cross-eyed condition to be taken more seriously by doctors.,Low
poisoning due to ethylene glycol,"Please help, the depression hit me hard after I accidentally ingested ethylene glycol.",High
chronic pain disorder,"My back pain limits my daily activities, and I feel so frustrated with my body.",Medium
extrapyramidal effect of drugs,"I’m having constant headaches, and I can’t focus on anything anymore.",Emergency
premenstrual tension syndrome,I'm really struggling with mood swings; it's affecting my relationships.,Low
trigger finger (finger disorder),Having to deal with finger spasms is driving me crazy.,Low
hyperkalemia,I feel so depressed; everything seems hopeless right now.,Emergency
high blood pressure,The pounding headache and neck pain won't go away; my blood pressure is through the roof.,High
hypertrophic obstructive cardiomyopathy (hocm),"Lately, the shortness of breath is getting worse, and my heart feels like it's pounding out of my chest.",High
conversion disorder,"I'm experiencing tremors that I can't control, and they started suddenly.",High
hemangioma,The lymphedema I’m experiencing seems to be connected to my hemangioma.,Medium
hypokalemia,"I’m suddenly fainting, and the dizziness is terrifying me.",Emergency
glucocorticoid deficiency,The muscle weakness and joint pain make every movement a struggle. I really need help.,High
premature rupture of amniotic membrane,I never expected to struggle with elbow weakness during this low-risk membrane rupture.,Low
chronic back pain,"During flare-ups, I can hardly move without feeling intense lower body pain.",Medium
urethral stricture,"The pressure in my bladder is unbearable, and I feel like I'm losing control.",Medium
floaters,Sometimes it feels like there's a foreign body in my eye.,Low
brain cancer,"Lately, I find myself forgetting conversations just moments after they happen.",Emergency
lymphangitis,"Sometimes, my arm pain feels worse than I expected with lymphangitis.",Low
bunion,Every step I take reminds me of my bunion's relentless pain.,Low
abscess of the lung,"I've had a persistent fever for days now, and my cough brings up thick yellow mucus that smells awful.",High
pneumoconiosis,The persistent cough I've is driving me crazy and exhausting me.,High
pulmonic valve disease,"Please help, i’m tired of feeling breathless even when I’m just resting.",High
open wound of the chest,"The bleeding from my chest wound won't stop, and I'm having trouble breathing. I really need help.",High
