disease,text,risk_level
aspergillosis,I'm losing weight and feel constantly exhausted; my respiratory symptoms are worsening. I really need help.,High
insect bite,"The itching from this insect bite is unbearable, and I'm tired of scratching.",Low
poisoning due to antipsychotics,"Lately, i've taken too much medication and my muscles are becoming extremely rigid.",Emergency
strep throat,This sore throat is so bad that even drinking water feels impossible.,Medium
hashimoto thyroiditis,The involuntary movements in my arms make simple tasks feel impossible.,Medium
seasonal allergies (hay fever),I wish I could breathe easily; this coryza is exhausting me.,Low
burn,I’m worried my hand pain from the burn is lasting longer than expected.,Low
seasonal allergies (hay fever),The constant cough from my allergies is driving me crazy.,Low
hypothermia,"Lately, my hands are blue and I'm having trouble coordinating my movements.",High
malaria,My body aches all over and the high fever makes me delirious at times; it's really concerning.,High
poisoning due to antipsychotics,I'm experiencing severe drowsiness and confusion after a medication error; it's really concerning.,Emergency
insect bite,The skin lesion from that bug bite looks worse than I thought it would.,Low
common cold,I've been dealing with a sore throat and it just won't go away.,Low
poisoning due to analgesics,The swelling in my skin is getting worse; I think it's the analgesics.,Emergency
placental abruption,I can’t shake off this feeling of dread; the uterine contractions just won’t stop.,Medium
burn,"My burn seems to be healing slowly, and I have a slight headache.",Low
common cold,It’s not just the cold; now I’m dealing with an ear infection too!,Low
acne,I wish my skin didn’t feel so scaly and covered in acne.,Low
subconjunctival hemorrhage,I hope this bleeding from my eye resolves soon; it's very unsettling.,Emergency
pulmonary embolism,I'm scared—my heart races every time I experience this chest pain.,Emergency
head and neck cancer,My mouth pain is unbearable; I can't even eat properly anymore.,High
vitreous hemorrhage,I’m worried these clouds in my vision might get worse if I ignore them.,Emergency
common cold,All these symptoms combined are really making it hard to focus on anything.,Low
testicular cancer,"After finding a mass, my anxiety levels have gone through the roof.",High
malaria,I feel so faint and weak; malaria has taken everything out of me.,High
injury to the leg,My ankle is so swollen; it’s hard to walk without limping.,Medium
sebaceous cyst,"The cyst on my neck has become swollen and painful, making it hard to turn my head.",Medium
poisoning due to anticonvulsants,"After taking my meds, I struggle with basic movement; it’s concerning.",Emergency
adjustment reaction,I have this constant fear that something terrible is going to happen.,Medium
hypertrophic obstructive cardiomyopathy (hocm),I've been having episodes where my heart races uncontrollably and I nearly black out. I really need help.,High
pneumothorax,"My shoulder pain is unbearable, and I can't catch my breath.",Emergency
nonalcoholic liver disease (nash),"I’ve been feeling dizzy lately, and I'm worried it could be related to NASH.",High
hypothermia,I'm feeling very sleepy and my speech is slurred after being in the cold too long. I really need help.,High
polymyalgia rheumatica,That sharp chest pain really makes me panic; I can’t take it anymore.,Medium
seasonal allergies (hay fever),My eyes are so itchy that I can't focus on anything.,Low
dislocation of the finger,It’s frustrating that I can’t open jars with my dislocated finger.,Medium
somatization disorder,My anxiety has become so severe that I can’t even leave my house anymore.,Medium
intracranial hemorrhage,Why do I feel so confused and dizzy after that awful headache?,Emergency
hypertrophic obstructive cardiomyopathy (hocm),"The chest pressure during activity is intense, and I'm afraid to exercise anymore.",High
burn,The constant wrist pain reminds me of the burn I got a week ago.,Low
psoriasis,"My joint pain sometimes makes it hard to function, and I think it’s related to my psoriasis.",Medium
insect bite,"I got bitten by something, and now my leg is swollen and painful.",Low
cardiac arrest,"My arm started swelling, and I felt weak out of nowhere.",Emergency
hypertrophic obstructive cardiomyopathy (hocm),"The sharp chest pain strikes without warning, and it's terrifying.",High
subconjunctival hemorrhage,Why does my head feel achy along with this bleeding in my eye?,Emergency
high blood pressure,"Lately, the nosebleeds are happening frequently, and my blood pressure is spiking dangerously.",High
poisoning due to sedatives,"These pills made my insomnia worse, which I didn’t expect at all.",Emergency
congenital malformation syndrome,"The muscle weakness is progressing, and daily activities are becoming harder. I really need help.",Medium
ear wax impaction,I've been dealing with a plugged feeling in my ear for days now.,Medium
sepsis,"I was so fatigued and weak, I thought I might collapse any moment.",Emergency
hypothermia,"Lately, the shivering has stopped but I still feel extremely cold and drowsy.",High
urethral valves,I experience persistent suprapubic pain that just doesn't seem to let up.,Medium
hypertrophic obstructive cardiomyopathy (hocm),The fatigue and breathlessness during normal activities is significantly limiting my life. I really need help.,High
poisoning due to gas,Shortness of breath hit me suddenly when I entered the gas-filled room.,Emergency
nonalcoholic liver disease (nash),"Nausea interrupts my daily routine, and I’m frustrated with it.",High
malaria,"I'm having severe sweating episodes after the chills pass, and I feel utterly drained. I really need help.",High
open wound of the lip,"Every time I eat, the wound on my lip causes sharp pain.",Medium
allergy to animals,"Whenever I play with my friend's dog, I end up coughing for hours.",High
cardiomyopathy,My legs are swollen and painful; it scares me to think what’s wrong.,High
meningitis,"Feeling achy all over, I couldn't help but worry it was something serious.",Emergency
seasonal allergies (hay fever),These allergy symptoms are affecting my work and daily life.,Low
vitreous hemorrhage,"Lately, my vision has been diminished, and I don’t know why.",Emergency
amyotrophic lateral sclerosis (als),I feel so isolated because talking has become so challenging.,High
appendicitis,I wish this stomach bloating would ease up; it’s so uncomfortable.,High
pulmonary embolism,I woke up drenched in sweat and suddenly couldn't breathe well.,Emergency
pulmonary eosinophilia,"I thought it was just a cold, but now I can't breathe properly at all.",Medium
seasonal allergies (hay fever),"Just when I think I’m better, another wave of sneezing hits me.",Low
diabetic kidney disease,It's frustrating dealing with impotence on top of my diabetic kidney disease.,High
burn,The burn on my finger makes typing really uncomfortable and slows me down.,Low
common cold,Why do I feel like my head is in a fog with this cold?,Low
acne,Having moles that get irritated by acne is driving me insane.,Low
insulin overdose,I can’t believe how much sadness a slight insulin overdose has caused me.,Emergency
intracranial abscess,The persistent fever and worsening headache have me extremely worried. I really need help.,Medium
pain disorder affecting the neck,I have trouble recalling things when neck pain flares up intensely.,Medium
kidney cancer,I want clarity about this groin mass; I feel lost in the process.,High
seasonal allergies (hay fever),"I can’t stop sneezing, and my nose feels completely stuffed up.",Low
